00001,47804589100001,COMP
00002,40854589100002,COMP
00003,36254589100003,COMP
00004,75784589100004,COMP
00005,31894589100005,COMP
00006,23834589100006,COMP
00007,34074589100007,COMP
00008,84544589100008,COMP
00009,21444589100009,COMP
00010,30164589100010,COMP
00011,22674589100011,COMP
00012,28494589100012,COMP
00013,32824589100013,COMP
00014,38834589100014,COMP
00015,70684589100015,COMP
00016,44874589100016,COMP
00017,64934589100017,COMP
00018,81314589100018,COMP
00019,89324589100019,COMP
00020,23164589100020,COMP
00021,49934589100021,COMP
00022,29214589100022,COMP
00023,19434589100023,COMP
00024,33984589100024,COMP
00025,96574589100025,COMP
00026,34404589100026,COMP
00027,40974589100027,COMP
00028,60524589100028,COMP
00029,35974589100029,COMP
00030,91704589100030,COMP
00031,85124589100031,COMP
00032,22404589100032,COMP
00033,69844589100033,COMP
00034,74034589100034,COMP
00035,88754589100035,COMP
00036,92104589100036,COMP
00037,91354589100037,COMP
00038,60064589100038,COMP
00039,91494589100039,COMP
00040,43914589100040,COMP
00041,18354589100041,COMP
00042,54364589100042,COMP
00043,85244589100043,COMP
00044,65244589100044,COMP
00045,59164589100045,COMP
00046,90064589100046,COMP
00047,66204589100047,COMP
00048,60604589100048,COMP
00049,10874589100049,COMP
00050,84054589100050,COMP
00051,19424589100051,COMP
00052,58004589100052,COMP
00053,20114589100053,COMP
00054,74544589100054,COMP
00055,15794589100055,COMP
00056,97814589100056,COMP
00057,16344589100057,COMP
00058,31324589100058,COMP
00059,61634589100059,COMP
00060,54254589100060,COMP
00061,67594589100061,COMP
00062,48344589100062,COMP
00063,60694589100063,COMP
00064,19204589100064,COMP
00065,38834589100065,COMP
00066,18914589100066,COMP
00067,68684589100067,COMP
00068,78664589100068,COMP
00069,82644589100069,COMP
00070,53334589100070,COMP
00071,30304589100071,COMP
00072,21674589100072,COMP
00073,72594589100073,COMP
00074,19084589100074,COMP
00075,78764589100075,COMP
00076,61674589100076,COMP
00077,48964589100077,COMP
00078,93424589100078,COMP
00079,47864589100079,COMP
00080,50434589100080,COMP
00081,57034589100081,COMP
00082,78634589100082,COMP
00083,86454589100083,COMP
00084,64474589100084,COMP
00085,97894589100085,COMP
00086,89574589100086,COMP
00087,35544589100087,COMP
00088,23964589100088,COMP
00089,11704589100089,COMP
00090,93914589100090,COMP
00091,87764589100091,COMP
00092,54084589100092,COMP
00093,13464589100093,COMP
00094,14764589100094,COMP
00095,29444589100095,COMP
00096,59014589100096,COMP
00097,81304589100097,COMP
00098,35794589100098,COMP
00099,35104589100099,COMP
00100,38264589100100,COMP
00101,87304589100101,COMP
00102,28964589100102,COMP
00103,44534589100103,COMP
00104,65634589100104,COMP
00105,40724589100105,COMP
00106,84634589100106,COMP
00107,62284589100107,COMP
00108,20594589100108,COMP
00109,83774589100109,COMP
00110,74224589100110,COMP
00111,29714589100111,COMP
00112,62164589100112,COMP
00113,59974589100113,COMP
00114,45384589100114,COMP
00115,79514589100115,COMP
00116,45394589100116,COMP
00117,94834589100117,COMP
00118,99624589100118,COMP
00119,92764589100119,COMP
00120,40204589100120,COMP
00121,29234589100121,COMP
00122,22514589100122,COMP
00123,88434589100123,COMP
00124,62804589100124,COMP
00125,45124589100125,COMP
00126,16264589100126,COMP
00127,95414589100127,COMP
00128,99624589100128,COMP
00129,53854589100129,COMP
00130,14984589100130,COMP
00131,47074589100131,COMP
00132,63714589100132,COMP
00133,96914589100133,COMP
00134,12264589100134,COMP
00135,58264589100135,COMP
00136,43624589100136,COMP
00137,49304589100137,COMP
00138,51334589100138,COMP
00139,94854589100139,COMP
00140,34824589100140,COMP
00141,65184589100141,COMP
00142,57774589100142,COMP
00143,25824589100143,COMP
00144,53624589100144,COMP
00145,56254589100145,COMP
00146,54604589100146,COMP
00147,57654589100147,COMP
00148,93574589100148,COMP
00149,92504589100149,COMP
00150,40004589100150,COMP
00151,21524589100151,COMP
00152,14374589100152,COMP
00153,15504589100153,COMP
00154,67394589100154,COMP
00155,32704589100155,COMP
00156,83234589100156,COMP
00157,64154589100157,COMP
00158,78164589100158,COMP
00159,92674589100159,COMP
00160,98864589100160,COMP
